,date,highest,lowest,weather,wind
2353,2020-07-08 星期三 ,29℃,24℃,多云,东南风 2级
2354,2020-07-09 星期四 ,28℃,24℃,阴,东北风 2级
2355,2020-07-10 星期五 ,28℃,24℃,阴,东北风 2级
2356,2020-07-11 星期六 ,27℃,24℃,阴,东风 2级
2357,2020-07-12 星期日 ,35℃,25℃,阴,南风 3级
2358,2020-07-13 星期一 ,29℃,25℃,多云,西北风 3级
2359,2020-07-14 星期二 ,26℃,24℃,小雨,北风 2级
2360,2020-07-15 星期三 ,23℃,20℃,阴,东风 3级
2361,2020-07-16 星期四 ,24℃,21℃,小雨到中雨,东风 3级
2362,2020-07-17 星期五 ,24℃,23℃,阴,东南风 3级
2363,2020-07-18 星期六 ,29℃,24℃,多云,南风 2级
2364,2020-07-19 星期日 ,35℃,27℃,阴,西南风 3级
2365,2020-07-20 星期一 ,28℃,25℃,阴,东北风 2级
2366,2020-07-21 星期二 ,31℃,24℃,阴,东风 2级
2367,2020-07-22 星期三 ,34℃,26℃,阴,南风 2级
2368,2020-07-23 星期四 ,34℃,27℃,小雨转雨,西风 3级
2369,2020-07-24 星期五 ,29℃,25℃,晴,西北风 3级
2370,2020-07-25 星期六 ,32℃,23℃,多云,西风 2级
2371,2020-07-26 星期日 ,30℃,25℃,多云,东南风 2级
2372,2020-07-27 星期一 ,31℃,27℃,多云,东南风 2级
2373,2020-07-28 星期二 ,34℃,27℃,阴,东风 2级
2374,2020-07-29 星期三 ,34℃,27℃,阴,东南风 3级
2375,2020-07-30 星期四 ,34℃,27℃,阴,东南风 3级
2376,2020-07-31 星期五 ,33℃,28℃,多云,东南风 4级
2377,2020-08-01 星期六 ,34℃,28℃,多云,南风 4级
2378,2020-08-02 星期日 ,35℃,28℃,多云,南风 3级
2379,2020-08-03 星期一 ,35℃,28℃,多云,南风 4级
2380,2020-08-04 星期二 ,31℃,26℃,小雨,东南风 4级
2381,2020-08-05 星期三 ,31℃,27℃,阴,南风 4级
2382,2020-08-06 星期四 ,34℃,27℃,阴,南风 3级
2383,2020-08-07 星期五 ,34℃,28℃,多云,南风 2级
2384,2020-08-08 星期六 ,33℃,28℃,阴,西南风 3级
2385,2020-08-09 星期日 ,33℃,28℃,多云,南风 3级
2386,2020-08-10 星期一 ,34℃,26℃,阴,西南风 3级
2387,2020-08-11 星期二 ,35℃,28℃,多云,南风 3级
2388,2020-08-12 星期三 ,36℃,28℃,晴,南风 3级
2389,2020-08-13 星期四 ,38℃,29℃,多云,南风 3级
2390,2020-08-14 星期五 ,38℃,30℃,晴,南风 2级
2391,2020-08-15 星期六 ,37℃,29℃,晴,南风 3级
2392,2020-08-16 星期日 ,37℃,28℃,晴,南风 3级
2393,2020-08-17 星期一 ,37℃,28℃,晴,东南风 3级
2394,2020-08-18 星期二 ,35℃,28℃,晴,东南风 3级
2395,2020-08-19 星期三 ,36℃,28℃,晴,东南风 3级
2396,2020-08-20 星期四 ,36℃,28℃,晴,东南风 3级
2397,2020-08-21 星期五 ,35℃,28℃,晴,东南风 3级
2398,2020-08-22 星期六 ,34℃,28℃,晴,东南风 3级
2399,2020-08-23 星期日 ,34℃,28℃,晴,东风 3级
2400,2020-08-24 星期一 ,36℃,27℃,晴,东南风 2级
2401,2020-08-25 星期二 ,35℃,28℃,多云,北风 3级
2402,2020-08-26 星期三 ,34℃,27℃,阴,西北风 4级
2403,2020-08-27 星期四 ,34℃,27℃,多云,西风 2级
2404,2020-08-28 星期五 ,32℃,26℃,阴,南风 2级
2405,2020-08-29 星期六 ,31℃,26℃,晴,南风 2级
2406,2020-08-30 星期日 ,33℃,27℃,晴,东南风 3级
2407,2020-08-31 星期一 ,34℃,27℃,多云,东风 3级
2408,2020-09-01 星期二 ,33℃,27℃,多云,东北风 3级
2409,2020-09-02 星期三 ,31℃,25℃,晴,西北风 4级
2410,2020-09-03 星期四 ,31℃,23℃,晴,西北风 3级
2411,2020-09-04 星期五 ,33℃,23℃,晴,南风 2级
2412,2020-09-05 星期六 ,32℃,23℃,晴,东风 3级
2413,2020-09-06 星期日 ,31℃,23℃,晴,北风 3级
2414,2020-09-07 星期一 ,34℃,24℃,晴,西北风 3级
2415,2020-09-08 星期二 ,34℃,25℃,晴,南风 2级
2416,2020-09-09 星期三 ,33℃,24℃,晴,东南风 2级
2417,2020-09-10 星期四 ,32℃,23℃,小雨,东南风 2级
2418,2020-09-11 星期五 ,25℃,22℃,多云,东南风 2级
2419,2020-09-12 星期六 ,27℃,22℃,多云,东北风 2级
2420,2020-09-13 星期日 ,29℃,23℃,多云,东北风 2级
2421,2020-09-14 星期一 ,27℃,21℃,阴,东南风 2级
2422,2020-09-15 星期二 ,23℃,22℃,阴,东南风 2级
2423,2020-09-16 星期三 ,28℃,21℃,阴,西北风 2级
2424,2020-09-17 星期四 ,22℃,18℃,小雨到中雨,东北风 3级
2425,2020-09-18 星期五 ,19℃,17℃,阴,北风 2级
2426,2020-09-19 星期六 ,23℃,19℃,晴,东风 2级
2427,2020-09-20 星期日 ,27℃,20℃,阴,东风 2级
2428,2020-09-21 星期一 ,26℃,20℃,阴,东南风 1级
2429,2020-09-22 星期二 ,25℃,20℃,阴,东北风 2级
2430,2020-09-23 星期三 ,21℃,20℃,多云,东北风 2级
2431,2020-09-24 星期四 ,26℃,19℃,阴,北风 3级
2432,2020-09-25 星期五 ,26℃,20℃,阴,北风 3级
2433,2020-09-26 星期六 ,26℃,20℃,晴,北风 3级
2434,2020-09-27 星期日 ,26℃,18℃,多云,东北风 3级
2435,2020-09-28 星期一 ,27℃,20℃,多云,东风 3级
2436,2020-09-29 星期二 ,26℃,19℃,阴,东风 2级
2437,2020-09-30 星期三 ,26℃,19℃,晴,北风 2级
2438,2020-10-01 星期四 ,27℃,20℃,晴,东风 2级
2439,2020-10-02 星期五 ,28℃,22℃,阴,东南风 3级
2440,2020-10-03 星期六 ,25℃,20℃,小雨,东风 3级
2441,2020-10-04 星期日 ,23℃,17℃,多云,北风 4级
2442,2020-10-05 星期一 ,22℃,18℃,阴,北风 3级
2443,2020-10-06 星期二 ,23℃,18℃,多云,北风 3级
2444,2020-10-07 星期三 ,22℃,18℃,晴,东北风 3级
2445,2020-10-08 星期四 ,24℃,19℃,多云,东北风 3级
2446,2020-10-09 星期五 ,24℃,18℃,多云,东北风 3级
2447,2020-10-10 星期六 ,24℃,17℃,晴,东北风 2级
2448,2020-10-11 星期日 ,25℃,18℃,晴,北风 2级
2449,2020-10-12 星期一 ,25℃,18℃,晴,东北风 3级
2450,2020-10-13 星期二 ,23℃,17℃,晴,东北风 3级
2451,2020-10-14 星期三 ,23℃,18℃,多云,东风 3级
2452,2020-10-15 星期四 ,21℃,15℃,小雨,东北风 3级
2453,2020-10-16 星期五 ,17℃,15℃,阴,东北风 3级
2454,2020-10-17 星期六 ,21℃,16℃,晴,北风 3级
2455,2020-10-18 星期日 ,21℃,16℃,多云,东北风 2级
2456,2020-10-19 星期一 ,21℃,16℃,多云,东北风 2级
2457,2020-10-20 星期二 ,22℃,17℃,多云,东北风 2级
2458,2020-10-21 星期三 ,19℃,14℃,晴,西北风 2级
2459,2020-10-22 星期四 ,21℃,13℃,晴,北风 3级
2460,2020-10-23 星期五 ,19℃,12℃,晴,北风 3级
2461,2020-10-24 星期六 ,18℃,12℃,晴,北风 2级
2462,2020-10-25 星期日 ,20℃,14℃,晴,东南风 2级
2463,2020-10-26 星期一 ,22℃,15℃,晴,东南风 2级
2464,2020-10-27 星期二 ,21℃,16℃,阴,东风 2级
2465,2020-10-28 星期三 ,20℃,15℃,阴,东北风 2级
2466,2020-10-29 星期四 ,20℃,13℃,晴,东北风 3级
2467,2020-10-30 星期五 ,20℃,14℃,晴,东北风 3级
2468,2020-10-31 星期六 ,21℃,16℃,晴,东风 2级
2469,2020-11-01 星期日 ,23℃,16℃,阴,东南风 2级
2470,2020-11-02 星期一 ,21℃,14℃,晴,北风 2级
2471,2020-11-03 星期二 ,18℃,12℃,晴,北风 3级
2472,2020-11-04 星期三 ,17℃,13℃,晴,东北风 3级
2473,2020-11-05 星期四 ,20℃,16℃,晴,东南风 2级
2474,2020-11-06 星期五 ,23℃,16℃,晴,北风 2级
2475,2020-11-07 星期六 ,23℃,14℃,晴,西北风 2级
2476,2020-11-08 星期日 ,20℃,12℃,晴,北风 3级
2477,2020-11-09 星期一 ,18℃,12℃,晴,东北风 2级
2478,2020-11-10 星期二 ,18℃,12℃,晴,东北风 2级
2479,2020-11-11 星期三 ,18℃,13℃,晴,东风 2级
2480,2020-11-12 星期四 ,20℃,14℃,晴,东风 2级
2481,2020-11-13 星期五 ,19℃,15℃,晴,东北风 2级
2482,2020-11-14 星期六 ,20℃,16℃,多云,东风 2级
2483,2020-11-15 星期日 ,21℃,16℃,晴,东风 2级
2484,2020-11-16 星期一 ,21℃,17℃,晴,东风 2级
2485,2020-11-17 星期二 ,23℃,19℃,阴,东南风 3级
2486,2020-11-18 星期三 ,27℃,17℃,晴,南风 4级
2487,2020-11-19 星期四 ,20℃,13℃,阴,西北风 3级
2488,2020-11-20 星期五 ,16℃,12℃,阴,东北风 3级
2489,2020-11-21 星期六 ,17℃,14℃,小雨,东风 3级
2490,2020-11-22 星期日 ,14℃,11℃,阴,北风 3级
2491,2020-11-23 星期一 ,11℃,10℃,阴,北风 3级
2492,2020-11-24 星期二 ,13℃,9℃,小雨,北风 2级
2493,2020-11-25 星期三 ,14℃,12℃,小雨到中雨,东北风 2级
2494,2020-11-26 星期四 ,13℃,11℃,阴,西风 2级
2495,2020-11-27 星期五 ,12℃,8℃,多云,北风 3级
2496,2020-11-28 星期六 ,12℃,7℃,多云,北风 3级
2497,2020-11-29 星期日 ,11℃,8℃,多云,北风 3级
2498,2020-11-30 星期一 ,13℃,8℃,多云,北风 3级
2499,2020-12-01 星期二 ,14℃,9℃,晴,东北风 3级
2500,2020-12-02 星期三 ,13℃,8℃,多云,北风 3级
2501,2020-12-03 星期四 ,11℃,5℃,多云,北风 4级
2502,2020-12-04 星期五 ,9℃,5℃,晴,北风 3级
2503,2020-12-05 星期六 ,10℃,8℃,阴,东北风 2级
2504,2020-12-06 星期日 ,14℃,9℃,阴,东风 2级
2505,2020-12-07 星期一 ,14℃,8℃,晴,北风 3级
2506,2020-12-08 星期二 ,11℃,7℃,多云,东北风 3级
2507,2020-12-09 星期三 ,14℃,9℃,晴,东风 2级
2508,2020-12-10 星期四 ,13℃,10℃,阴,北风 2级
2509,2020-12-11 星期五 ,10℃,1℃,晴,西风 2级
2510,2020-12-12 星期六 ,11℃,6℃,多云,北风 2级
2511,2020-12-13 星期日 ,12℃,3℃,小雨,北风 3级
2512,2020-12-14 星期一 ,2℃,-7℃,晴,南风 2级
2513,2020-12-15 星期二 ,6℃,1℃,晴,北风 3级
2514,2020-12-16 星期三 ,6℃,2℃,晴,北风 3级
2515,2020-12-17 星期四 ,8℃,4℃,阴,北风 2级
2516,2020-12-18 星期五 ,7℃,4℃,小雨,北风 3级
2517,2020-12-19 星期六 ,8℃,1℃,晴,北风 3级
2518,2020-12-20 星期日 ,8℃,2℃,晴,北风 2级
2519,2020-12-21 星期一 ,9℃,3℃,晴,北风 2级
2520,2020-12-22 星期二 ,11℃,5℃,多云,东风 1级
2521,2020-12-23 星期三 ,12℃,6℃,小雨,南风 2级
2522,2020-12-24 星期四 ,12℃,7℃,阴,北风 3级
2523,2020-12-25 星期五 ,10℃,6℃,阴,东北风 2级
2524,2020-12-26 星期六 ,13℃,7℃,小雨,东南风 3级
2525,2020-12-27 星期日 ,13℃,9℃,霾,西北风 2级
2526,2020-12-28 星期一 ,15℃,9℃,多云,东风 2级
2527,2020-12-29 星期二 ,16℃,-4℃,阴,北风 3级
2528,2020-12-30 星期三 ,-1℃,-5℃,晴,西北风 4级
2529,2020-12-31 星期四 ,0℃,-4℃,晴,西北风 3级
2530,2021-01-01 星期五 ,4℃,-1℃,晴,西风 2级
2531,2021-01-02 星期六 ,7℃,1℃,晴,北风 2级
2532,2021-01-03 星期日 ,10℃,6℃,阴,东风 2级
2533,2021-01-04 星期一 ,13℃,7℃,阴,东风 2级
2534,2021-01-05 星期二 ,8℃,2℃,多云,北风 3级
2535,2021-01-06 星期三 ,5℃,-4℃,阴,北风 3级
2536,2021-01-07 星期四 ,-3℃,-6℃,阴,西北风 4级
2537,2021-01-08 星期五 ,0℃,-6℃,晴,西风 4级
2538,2021-01-09 星期六 ,3℃,-1℃,多云,西北风 3级
2539,2021-01-10 星期日 ,5℃,-1℃,多云,西北风 2级
2540,2021-01-11 星期一 ,6℃,-1℃,多云,西北风 3级
2541,2021-01-12 星期二 ,8℃,1℃,晴,西风 3级
2542,2021-01-13 星期三 ,14℃,4℃,晴,西南风 2级
2543,2021-01-14 星期四 ,16℃,6℃,晴,南风 2级
2544,2021-01-15 星期五 ,11℃,-2℃,晴,北风 2级
2545,2021-01-16 星期六 ,7℃,0℃,阴,北风 4级
2546,2021-01-17 星期日 ,5℃,-1℃,晴,北风 3级
2547,2021-01-18 星期一 ,10℃,3℃,晴,西南风 2级
2548,2021-01-19 星期二 ,11℃,6℃,晴,东南风 3级
2549,2021-01-20 星期三 ,13℃,11℃,阴,东南风 3级
2550,2021-01-21 星期四 ,17℃,9℃,阴,东南风 2级
2551,2021-01-22 星期五 ,11℃,7℃,阴,东北风 2级
2552,2021-01-23 星期六 ,8℃,4℃,阴,北风 3级
2553,2021-01-24 星期日 ,10℃,7℃,阴,北风 2级
2554,2021-01-25 星期一 ,15℃,9℃,小雨,东风 2级
2555,2021-01-26 星期二 ,10℃,6℃,多云,西北风 2级
2556,2021-01-27 星期三 ,10℃,4℃,多云,东北风 2级
2557,2021-01-28 星期四 ,10℃,0℃,晴,西北风 3级
2558,2021-01-29 星期五 ,8℃,3℃,晴,东风 2级
2559,2021-01-30 星期六 ,13℃,8℃,阴,南风 2级
2560,2021-01-31 星期日 ,14℃,8℃,小雨,南风 2级
2561,2021-02-01 星期一 ,11℃,5℃,多云,西北风 2级
2562,2021-02-02 星期二 ,10℃,4℃,晴,东北风 3级
2563,2021-02-03 星期三 ,13℃,6℃,晴,东南风 3级
2564,2021-02-04 星期四 ,12℃,7℃,晴,东北风 3级
2565,2021-02-05 星期五 ,17℃,3℃,晴,西风 3级
2566,2021-02-06 星期六 ,16℃,7℃,晴,西风 2级
2567,2021-02-07 星期日 ,19℃,5℃,阴,东北风 2级
2568,2021-02-08 星期一 ,9℃,4℃,阴,东北风 3级
2569,2021-02-09 星期二 ,11℃,5℃,阴,东风 2级
2570,2021-02-10 星期三 ,12℃,9℃,阴,东南风 2级
2571,2021-02-11 星期四 ,10℃,8℃,阴,东风 2级
2572,2021-02-12 星期五 ,13℃,9℃,多云,东风 2级
2573,2021-02-13 星期六 ,17℃,9℃,阴,东风 2级
2574,2021-02-14 星期日 ,20℃,3℃,多云,西风 2级
2575,2021-02-15 星期一 ,11℃,4℃,阴,北风 3级
2576,2021-02-16 星期二 ,12℃,2℃,多云,东北风 2级
2577,2021-02-17 星期三 ,7℃,1℃,晴,北风 3级
2578,2021-02-18 星期四 ,8℃,2℃,晴,西北风 3级
2579,2021-02-19 星期五 ,17℃,9℃,晴,西南风 2级
2580,2021-02-20 星期六 ,23℃,11℃,晴,西南风 3级
2581,2021-02-21 星期日 ,24℃,10℃,晴,南风 3级
2582,2021-02-22 星期一 ,26℃,7℃,晴,北风 3级
2583,2021-02-23 星期二 ,13℃,7℃,晴,东北风 3级
2584,2021-02-24 星期三 ,15℃,10℃,晴,东风 3级
2585,2021-02-25 星期四 ,16℃,8℃,小雨到中雨,东南风 3级
2586,2021-02-26 星期五 ,11℃,8℃,阴,东北风 4级
2587,2021-02-27 星期六 ,12℃,10℃,阴,东北风 3级
2588,2021-02-28 星期日 ,14℃,11℃,阴,东风 2级
2589,2021-03-01 星期一 ,13℃,5℃,小雨到中雨,西北风 3级
2590,2021-03-02 星期二 ,10℃,5℃,阴,北风 3级
2591,2021-03-03 星期三 ,11℃,9℃,小雨,东南风 3级
2592,2021-03-04 星期四 ,13℃,6℃,晴,北风 2级
2593,2021-03-05 星期五 ,12℃,8℃,阴,东风 2级
2594,2021-03-06 星期六 ,11℃,7℃,阴,东北风 3级
2595,2021-03-07 星期日 ,9℃,8℃,阴,北风 3级
2596,2021-03-08 星期一 ,12℃,8℃,阴,东风 2级
2597,2021-03-09 星期二 ,10℃,7℃,多云,东北风 2级
2598,2021-03-10 星期三 ,17℃,9℃,阴,东风 2级
2599,2021-03-11 星期四 ,12℃,9℃,阴,南风 3级
2600,2021-03-12 星期五 ,12℃,7℃,阴,西北风 3级
2601,2021-03-13 星期六 ,16℃,8℃,晴,东北风 2级
2602,2021-03-14 星期日 ,18℃,11℃,多云,东南风 3级
2603,2021-03-15 星期一 ,24℃,12℃,小雨,南风 3级
2604,2021-03-16 星期二 ,13℃,9℃,阴,东北风 3级
2605,2021-03-17 星期三 ,12℃,9℃,阴,东北风 2级
2606,2021-03-18 星期四 ,15℃,10℃,阴,东北风 2级
2607,2021-03-19 星期五 ,13℃,11℃,阴,东北风 2级
2608,2021-03-20 星期六 ,14℃,7℃,霾,西北风 3级
2609,2021-03-21 星期日 ,14℃,5℃,多云,北风 3级
2610,2021-03-22 星期一 ,15℃,7℃,晴,北风 2级
2611,2021-03-23 星期二 ,17℃,11℃,阴,南风 3级
2612,2021-03-24 星期三 ,19℃,10℃,晴,东南风 2级
2613,2021-03-25 星期四 ,22℃,12℃,多云,东风 2级
2614,2021-03-26 星期五 ,21℃,15℃,阴,东南风 3级
2615,2021-03-27 星期六 ,21℃,15℃,多云,西南风 3级
2616,2021-03-28 星期日 ,25℃,12℃,晴,西风 2级
2617,2021-03-29 星期一 ,25℃,14℃,阴,东南风 3级
2618,2021-03-30 星期二 ,19℃,14℃,霾,东风 3级
2619,2021-03-31 星期三 ,15℃,13℃,小雨,东风 3级
2620,2021-04-01 星期四 ,17℃,15℃,阴,东北风 2级
2621,2021-04-02 星期五 ,20℃,15℃,阴,西北风 2级
2622,2021-04-03 星期六 ,18℃,11℃,阴,西北风 3级
2623,2021-04-04 星期日 ,17℃,9℃,晴,北风 3级
2624,2021-04-05 星期一 ,19℃,11℃,阴,北风 3级
2625,2021-04-06 星期二 ,20℃,12℃,阴,东北风 2级
2626,2021-04-07 星期三 ,17℃,11℃,小雨,东风 2级
2627,2021-04-08 星期四 ,19℃,10℃,晴,东北风 2级
2628,2021-04-09 星期五 ,19℃,10℃,晴,东北风 2级
2629,2021-04-10 星期六 ,20℃,14℃,阴,东风 3级
2630,2021-04-11 星期日 ,16℃,15℃,小雨,东南风 3级
2631,2021-04-12 星期一 ,17℃,15℃,阴,西南风 2级
2632,2021-04-13 星期二 ,20℃,12℃,多云,东北风 3级
2633,2021-04-14 星期三 ,15℃,11℃,多云,东北风 3级
2634,2021-04-15 星期四 ,16℃,12℃,晴,东南风 2级
2635,2021-04-16 星期五 ,24℃,12℃,多云,东南风 2级
2636,2021-04-17 星期六 ,20℃,10℃,多云,北风 3级
2637,2021-04-18 星期日 ,20℃,12℃,阴,东南风 2级
2638,2021-04-19 星期一 ,22℃,14℃,晴,东南风 3级
2639,2021-04-20 星期二 ,22℃,15℃,多云,东南风 3级
2640,2021-04-21 星期三 ,24℃,17℃,多云,东南风 4级
2641,2021-04-22 星期四 ,23℃,18℃,多云,东南风 3级
2642,2021-04-23 星期五 ,22℃,18℃,多云,北风 2级
2643,2021-04-24 星期六 ,21℃,17℃,多云,东风 2级
2644,2021-04-25 星期日 ,24℃,16℃,多云,东风 2级
2645,2021-04-26 星期一 ,24℃,17℃,阴,东南风 3级
2646,2021-04-27 星期二 ,18℃,16℃,阴,南风 2级
2647,2021-04-28 星期三 ,23℃,17℃,阴,东北风 2级
2648,2021-04-29 星期四 ,24℃,18℃,晴,西南风 3级
2649,2021-04-30 星期五 ,30℃,17℃,阴,西南风 3级
2650,2021-05-01 星期六 ,26℃,16℃,晴,西北风 3级
2651,2021-05-02 星期日 ,23℃,16℃,多云,东北风 3级
2652,2021-05-03 星期一 ,24℃,18℃,阴,东南风 4级
2653,2021-05-04 星期二 ,22℃,16℃,阴,西南风 3级
2654,2021-05-05 星期三 ,27℃,16℃,多云,东南风 2级
2655,2021-05-06 星期四 ,25℃,20℃,小雨,南风 3级
2656,2021-05-07 星期五 ,29℃,18℃,多云,西风 3级
2657,2021-05-08 星期六 ,29℃,20℃,晴,西南风 2级
2658,2021-05-09 星期日 ,30℃,17℃,晴,东风 3级
2659,2021-05-10 星期一 ,34℃,22℃,多云,东南风 3级
2660,2021-05-11 星期二 ,25℃,22℃,阴到小雨,东风 2级
2661,2021-05-12 星期三 ,23℃,20℃,阴,东北风 2级
2662,2021-05-13 星期四 ,24℃,20℃,阴,东风 3级
2663,2021-05-14 星期五 ,28℃,22℃,小雨,东南风 2级
2664,2021-05-15 星期六 ,34℃,24℃,多云,南风 3级
2665,2021-05-16 星期日 ,29℃,16℃,阴转小雨,西北风 3级
2666,2021-05-17 星期一 ,24℃,16℃,阴,西北风 2级
2667,2021-05-18 星期二 ,22℃,17℃,阴,东南风 2级
2668,2021-05-19 星期三 ,25℃,15℃,多云,南风 2级
2669,2021-05-20 星期四 ,23℃,18℃,阴,西北风 3级
2670,2021-05-21 星期五 ,25℃,19℃,阴,东南风 2级
2671,2021-05-22 星期六 ,26℃,18℃,晴,东南风 3级
2672,2021-05-23 星期日 ,20℃,17℃,阴,东风 3级
2673,2021-05-24 星期一 ,28℃,21℃,多云,西北风 2级
2674,2021-05-25 星期二 ,31℃,19℃,阴,南风 3级
2675,2021-05-26 星期三 ,21℃,19℃,中雨,东南风 2级
2676,2021-05-27 星期四 ,28℃,20℃,阴,西风 2级
2677,2021-05-28 星期五 ,28℃,19℃,阴,西南风 3级
2678,2021-05-29 星期六 ,29℃,20℃,多云,南风 3级
2679,2021-05-30 星期日 ,31℃,21℃,多云,南风 2级
2680,2021-05-31 星期一 ,29℃,21℃,多云,东南风 3级
2681,2021-06-01 星期二 ,29℃,22℃,小雨转阴,东南风 4级
2682,2021-06-02 星期三 ,22℃,20℃,小雨,东南风 4级
2683,2021-06-03 星期四 ,27℃,19℃,小雨,北风 2级
2684,2021-06-04 星期五 ,26℃,20℃,阴,西南风 3级
2685,2021-06-05 星期六 ,31℃,21℃,多云,南风 2级
2686,2021-06-06 星期日 ,33℃,22℃,晴,南风 3级
2687,2021-06-07 星期一 ,32℃,22℃,多云,东南风 3级
2688,2021-06-08 星期二 ,29℃,22℃,阴,东南风 3级
2689,2021-06-09 星期三 ,28℃,23℃,阴,东南风 4级
2690,2021-06-10 星期四 ,27℃,22℃,多云,南风 3级
2691,2021-06-11 星期五 ,30℃,24℃,阴,东风 2级
2692,2021-06-12 星期六 ,29℃,22℃,多云,东风 3级
2693,2021-06-13 星期日 ,27℃,22℃,阴,东南风 2级
2694,2021-06-14 星期一 ,27℃,24℃,阴,东南风 3级
2695,2021-06-15 星期二 ,33℃,24℃,多云,西南风 3级
2696,2021-06-16 星期三 ,26℃,23℃,晴,北风 3级
2697,2021-06-17 星期四 ,25℃,24℃,阴,东南风 3级
2698,2021-06-18 星期五 ,28℃,21℃,小雨,北风 2级
2699,2021-06-19 星期六 ,20℃,19℃,多云,东北风 2级
2700,2021-06-20 星期日 ,25℃,19℃,多云,南风 2级
2701,2021-06-21 星期一 ,31℃,22℃,多云,东风 2级
2702,2021-06-22 星期二 ,32℃,23℃,晴,东南风 2级
2703,2021-06-23 星期三 ,33℃,22℃,晴,东南风 2级
2704,2021-06-24 星期四 ,32℃,23℃,阴,东南风 3级
2705,2021-06-25 星期五 ,31℃,23℃,阴,东南风 3级
2706,2021-06-26 星期六 ,27℃,23℃,小雨,东南风 3级
2707,2021-06-27 星期日 ,26℃,24℃,多云,东南风 2级
2708,2021-06-28 星期一 ,28℃,23℃,晴,东风 2级
2709,2021-06-29 星期二 ,30℃,24℃,阴,东风 2级
2710,2021-06-30 星期三 ,29℃,24℃,阴,东南风 3级
2711,2021-07-01 星期四 ,31℃,24℃,多云,东风 3级
2712,2021-07-02 星期五 ,27℃,21℃,阴,东北风 2级
2713,2021-07-03 星期六 ,32℃,25℃,小雨,西南风 3级
2714,2021-07-04 星期日 ,26℃,25℃,阴,东北风 2级
2715,2021-07-05 星期一 ,35℃,25℃,小雨,南风 2级
2716,2021-07-06 星期二 ,35℃,27℃,多云,南风 4级
2717,2021-07-07 星期三 ,36℃,27℃,阴,西南风 3级
2718,2021-07-08 星期四 ,34℃,25℃,小雨到大雨,西南风 2级
2719,2021-07-09 星期五 ,38℃,26℃,多云,西南风 2级
2720,2021-07-10 星期六 ,32℃,26℃,小雨,西南风 3级
2721,2021-07-11 星期日 ,36℃,28℃,阴,南风 2级
2722,2021-07-12 星期一 ,36℃,27℃,阴,南风 3级
2723,2021-07-13 星期二 ,35℃,27℃,阴,南风 3级
2724,2021-07-14 星期三 ,37℃,27℃,阴,南风 3级
2725,2021-07-15 星期四 ,35℃,28℃,阴,南风 3级
2726,2021-07-16 星期五 ,34℃,27℃,阴,东南风 3级
2727,2021-07-17 星期六 ,33℃,27℃,晴,东南风 3级
2728,2021-07-18 星期日 ,33℃,25℃,晴,东南风 3级
2729,2021-07-19 星期一 ,33℃,26℃,晴,东南风 3级
2730,2021-07-20 星期二 ,33℃,27℃,多云,东风 3级
2731,2021-07-21 星期三 ,32℃,27℃,多云,东风 3级
2732,2021-07-22 星期四 ,29℃,27℃,晴转小雨,东风 4级
2733,2021-07-23 星期五 ,34℃,24℃,阴,东北风 1级
2734,2021-07-24 星期六 ,28℃,25℃,小雨到中雨,东北风 5级
2735,2021-07-25 星期日 ,26℃,25℃,小雨到中雨,东北风 6级
2736,2021-07-26 星期一 ,32℃,23℃,晴,东风 2级
2737,2021-07-27 星期二 ,27℃,26℃,小雨到中雨,东南风 4级
2738,2021-07-28 星期三 ,31℃,27℃,阴,东南风 4级
2739,2021-07-29 星期四 ,33℃,27℃,多云,南风 3级
2740,2021-07-30 星期五 ,35℃,26℃,多云,西北风 2级
2741,2021-07-31 星期六 ,31℃,26℃,多云,南风 2级
2742,2021-08-01 星期日 ,32℃,26℃,多云,东南风 2级
2743,2021-08-02 星期一 ,32℃,26℃,多云,东北风 3级
2744,2021-08-03 星期二 ,31℃,26℃,多云,东风 3级
2745,2021-08-04 星期三 ,31℃,26℃,多云,东风 4级
2746,2021-08-05 星期四 ,31℃,26℃,多云,东风 3级
2747,2021-08-06 星期五 ,33℃,27℃,多云,东风 3级
2748,2021-08-07 星期六 ,32℃,25℃,多云,东北风 3级
2749,2021-08-08 星期日 ,29℃,23℃,小雨,东南风 2级
2750,2021-08-09 星期一 ,34℃,26℃,多云,东南风 3级
2751,2021-08-10 星期二 ,33℃,26℃,多云,东南风 2级
2752,2021-08-11 星期三 ,30℃,25℃,小雨到中雨,东风 1级
2753,2021-08-12 星期四 ,31℃,25℃,多云,东北风 2级
2754,2021-08-13 星期五 ,29℃,24℃,多云,东北风 2级
2755,2021-08-14 星期六 ,24℃,24℃,多云,东北风 2级
2756,2021-08-15 星期日 ,26℃,23℃,多云,东风 2级
2757,2021-08-16 星期一 ,28℃,24℃,小雨到中雨,东北风 1级
2758,2021-08-17 星期二 ,30℃,24℃,晴,东北风 2级
2759,2021-08-18 星期三 ,31℃,23℃,多云,东北风 2级
2760,2021-08-19 星期四 ,31℃,25℃,阴,东南风 3级
2761,2021-08-20 星期五 ,32℃,27℃,多云,东南风 3级
2762,2021-08-21 星期六 ,32℃,26℃,多云,西风 2级
2763,2021-08-22 星期日 ,32℃,26℃,多云,东南风 3级
2764,2021-08-23 星期一 ,33℃,28℃,多云,南风 3级
2765,2021-08-24 星期二 ,32℃,25℃,多云,西风 3级
